Time (ms),Sensed Force (N),Desired Position (mm),Actual Position (mm)
6108,1.1526,6.5,6.6
6109,1.2101,6.5,6.6
6110,1.2623,6.5,6.6
6111,1.2874,6.5,6.6
6112,1.3331,6.5,6.6
6113,1.4126,6.5,6.6
6114,1.4642,6.5,6.6
6115,1.4680,6.5,6.6
6116,1.4770,6.5,6.6
6117,1.4227,6.5,6.6
6118,1.3586,6.5,6.6
6119,1.3330,6.5,6.6
6120,1.2965,6.5,6.6
6121,1.2474,6.5,6.6
6122,1.1563,6.5,6.6
6123,1.1310,6.5,6.6
6124,1.0431,6.5,6.6
6125,1.0470,6.5,6.6
6126,1.0758,6.5,6.6
6127,1.1482,6.5,6.6
6128,1.2111,6.5,6.6
6129,1.2835,6.5,6.6
6130,1.3236,6.5,6.6
6131,1.2640,6.5,6.6
6132,1.2810,6.5,6.6
6133,1.2270,6.5,6.6
6134,1.2725,6.5,6.6
6135,1.2978,6.5,6.6
6136,1.2934,6.5,6.6
6137,1.2297,6.5,6.6
6138,1.1658,6.5,6.6
6139,1.1207,6.5,6.5
6140,1.0960,6.5,6.6
6141,1.0183,6.5,6.6
6142,0.9929,6.5,6.6
6143,0.9180,6.5,6.5
6144,0.8066,6.5,6.5
6145,0.7498,6.5,6.5
6146,0.6470,6.5,6.5
6147,0.6859,6.5,6.5
6148,0.7462,6.5,6.5
6149,0.8254,6.5,6.5
6150,0.8665,6.5,6.5
6151,0.8059,6.5,6.5
6152,0.8115,6.5,6.5
6153,0.9237,6.5,6.5
6154,1.0078,6.5,6.5
6155,1.1170,6.5,6.5
6156,1.1923,6.5,6.5
6157,1.2040,6.5,6.5
6158,1.1752,6.5,6.5
6159,1.2076,6.5,6.5
6160,1.2336,6.6,6.6
6161,1.2926,6.6,6.5
6162,1.3451,6.6,6.6
6163,1.3504,6.6,6.6
6164,1.2694,6.6,6.6
6165,1.2658,6.6,6.6
6166,1.3427,6.6,6.6
6167,1.4058,6.6,6.6
6168,1.4862,6.6,6.6
6169,1.5198,6.6,6.6
6170,1.5437,6.6,6.6
6171,1.5321,6.6,6.6
6172,1.5198,6.6,6.6
6173,1.5392,6.6,6.6
6174,1.5754,6.6,6.6
6175,1.6474,6.6,6.6
6176,1.7415,6.6,6.6
6177,1.7141,6.6,6.6
6178,1.7120,6.6,6.6
6179,1.6281,6.6,6.6
6180,1.5272,6.6,6.6
6181,1.4962,6.6,6.6
6182,1.5510,6.6,6.6
6183,1.7162,6.6,6.6
6184,1.8624,6.6,6.6
6185,1.8456,6.6,6.6
6186,1.7817,6.6,6.6
6187,1.6588,6.6,6.6
6188,1.5188,6.6,6.6
6189,1.5309,6.6,6.6
6190,1.5213,6.6,6.6
6191,1.5853,6.6,6.6
6192,1.5350,6.6,6.6
6193,1.4779,6.6,6.6
6194,1.4394,6.6,6.6
6195,1.3885,6.6,6.6
6196,1.3487,6.6,6.6
6197,1.3512,6.6,6.6
6198,1.3317,6.6,6.6
6199,1.3790,6.6,6.6
6200,1.4001,6.6,6.6
6201,1.4363,6.6,6.6
6202,1.5083,6.6,6.6
6203,1.5209,6.6,6.6
6204,1.5246,6.6,6.6
6205,1.4896,6.6,6.6
6206,1.5331,6.6,6.6
6207,1.5270,6.6,6.6
6208,1.6493,6.6,6.6
6209,1.6749,6.6,6.6
6210,1.6520,6.6,6.6
6211,1.5664,6.6,6.6
6212,1.5000,6.6,6.6
6213,1.4831,6.6,6.6
6214,1.4339,6.6,6.6
6215,1.4247,6.6,6.6
6216,1.4729,6.6,6.6
6217,1.4763,6.6,6.6
6218,1.5164,6.6,6.6
6219,1.5376,6.6,6.6
6220,1.5094,6.6,6.6
6221,1.4907,6.6,6.6
6222,1.5535,6.6,6.6
6223,1.5739,6.6,6.6
6224,1.6289,6.6,6.6
6225,1.6417,6.6,6.6
6226,1.6268,6.6,6.6
6227,1.6184,6.6,6.6
6228,1.6791,6.6,6.6
6229,1.7245,6.6,6.6
6230,1.7365,6.6,6.6
6231,1.7325,6.6,6.6
6232,1.7090,6.6,6.6
6233,1.6982,6.6,6.6
6234,1.7032,6.6,6.6
6235,1.7299,6.6,6.6
6236,1.7241,6.6,6.7
6237,1.6900,6.6,6.7
6238,1.7010,6.6,6.7
6239,1.7028,6.6,6.7
6240,1.7138,6.6,6.6
6241,1.6507,6.6,6.7
6242,1.6653,6.6,6.7
6243,1.6789,6.6,6.7
6244,1.6803,6.6,6.7
6245,1.6773,6.6,6.7
6246,1.6702,6.6,6.6
6247,1.6722,6.6,6.7
6248,1.6154,6.6,6.6
6249,1.6148,6.6,6.7
6250,1.6154,6.6,6.6
6251,1.6104,6.6,6.6
6252,1.6428,6.6,6.6
6253,1.6571,6.6,6.6
6254,1.6394,6.6,6.6
6255,1.6013,6.6,6.6
6256,1.5754,6.6,6.6
6257,1.6046,6.6,6.6
6258,1.7044,6.6,6.6
6259,1.7176,6.6,6.6
6260,1.7360,6.6,6.6
6261,1.6570,6.6,6.6
6262,1.6430,6.6,6.6
6263,1.5940,6.6,6.6
6264,1.6606,6.6,6.6
6265,1.7009,6.6,6.6
6266,1.8104,6.6,6.7
6267,1.9262,6.6,6.7
6268,1.8557,6.6,6.7
6269,1.8460,6.6,6.7
6270,1.7876,6.6,6.7
6271,1.8374,6.6,6.7
6272,1.8944,6.6,6.7
6273,1.9453,6.6,6.7
6274,1.9677,6.6,6.7
6275,1.9766,6.6,6.7
6276,1.9831,6.6,6.7
6277,2.0348,6.6,6.7
6278,2.0656,6.6,6.7
6279,2.0118,6.6,6.7
6280,2.0055,6.6,6.7
6281,1.9969,6.6,6.7
6282,1.9647,6.6,6.7
6283,1.9922,6.6,6.7
6284,1.9940,6.6,6.7
6285,1.9672,6.6,6.7
6286,2.0099,6.6,6.7
6287,1.9921,6.6,6.7
6288,2.0218,6.6,6.7
6289,1.9824,6.6,6.7
6290,2.0085,6.6,6.7
6291,2.0311,6.6,6.7
6292,2.0597,6.6,6.7
6293,2.1365,6.6,6.7
6294,2.0789,6.6,6.7
6295,2.0419,6.6,6.7
6296,2.0331,6.6,6.7
6297,2.0589,6.6,6.7
6298,1.9779,6.6,6.7
6299,1.9912,6.6,6.7
6300,1.9706,6.6,6.7
6301,1.9515,6.6,6.7
6302,1.9539,6.6,6.7
6303,1.9853,6.6,6.7
6304,1.9414,6.6,6.7
6305,1.9079,6.6,6.7
6306,1.8753,6.6,6.7
6307,1.8529,6.6,6.7
6308,1.8408,6.6,6.7
6309,1.8545,6.6,6.7
6310,1.8509,6.6,6.7
6311,1.8197,6.6,6.6
6312,1.7979,6.6,6.6
6313,1.7834,6.6,6.6
6314,1.7424,6.6,6.6
6315,1.8154,6.6,6.6
6316,1.8598,6.6,6.6
6317,1.8616,6.6,6.6
6318,1.8201,6.6,6.6
6319,1.7829,6.6,6.6
6320,1.7980,6.6,6.6
6321,1.9037,6.6,6.6
6322,1.9309,6.6,6.6
6323,2.0043,6.6,6.6
6324,1.9150,6.6,6.6
6325,1.8644,6.6,6.6
6326,1.8249,6.6,6.6
6327,1.8381,6.6,6.6
6328,1.9314,6.6,6.6
6329,1.9780,6.6,6.6
6330,2.0184,6.6,6.6
6331,2.0151,6.6,6.6
6332,1.9818,6.6,6.6
6333,1.8769,6.6,6.6
6334,1.8591,6.6,6.7
6335,1.8709,6.6,6.7
6336,1.9790,6.6,6.7
6337,2.1344,6.6,6.6
6338,2.1320,6.6,6.7
6339,2.0968,6.6,6.6
6340,2.0155,6.6,6.7
6341,1.9555,6.6,6.7
6342,2.0073,6.6,6.7
6343,2.0969,6.6,6.7
6344,2.1518,6.6,6.7
6345,2.1738,6.6,6.7
6346,2.1156,6.6,6.7
6347,2.0504,6.6,6.7
6348,2.0662,6.6,6.7
6349,2.0761,6.6,6.7
6350,2.1441,6.6,6.7
6351,2.1437,6.6,6.7
6352,2.1265,6.6,6.7
6353,2.1130,6.6,6.7
6354,2.1223,6.6,6.7
6355,2.0907,6.6,6.7
6356,2.0738,6.6,6.7
6357,2.1124,6.6,6.7
6358,2.0877,6.6,6.7
6359,2.1479,6.6,6.7
6360,2.1538,6.6,6.7
6361,2.1528,6.6,6.7
6362,2.1376,6.6,6.7
6363,2.1945,6.6,6.7
6364,2.1754,6.6,6.7
6365,2.1574,6.6,6.7
6366,2.1912,6.6,6.7
6367,2.1657,6.6,6.7
6368,2.1771,6.6,6.7
6369,2.1671,6.6,6.7
6370,2.2489,6.6,6.7
6371,2.2716,6.6,6.7
6372,2.2476,6.6,6.7
6373,2.2550,6.6,6.7
6374,2.2740,6.6,6.7
6375,2.2886,6.6,6.7
6376,2.3397,6.6,6.7
6377,2.3432,6.6,6.7
6378,2.3511,6.6,6.7
6379,2.3189,6.6,6.7
6380,2.3662,6.6,6.7
6381,2.3753,6.6,6.7
6382,2.3532,6.6,6.7
6383,2.3490,6.6,6.7
6384,2.3223,6.6,6.7
6385,2.3352,6.6,6.7
6386,2.3593,6.6,6.7
6387,2.4311,6.6,6.7
6388,2.4000,6.6,6.7
6389,2.3449,6.6,6.7
6390,2.3483,6.6,6.7
6391,2.3428,6.6,6.7
6392,2.3744,6.6,6.7
6393,2.4121,6.6,6.7
6394,2.4474,6.6,6.7
6395,2.4136,6.6,6.7
6396,2.3493,6.6,6.7
6397,2.3118,6.6,6.7
6398,2.2546,6.6,6.7
6399,2.2139,6.6,6.7
6400,2.2480,6.6,6.7
6401,2.2606,6.6,6.7
6402,2.2800,6.6,6.7
6403,2.2661,6.6,6.7
6404,2.2263,6.6,6.7
6405,2.2640,6.6,6.7
6406,2.2109,6.6,6.7
6407,2.2143,6.6,6.7
6408,2.2404,6.6,6.7
6409,2.2363,6.6,6.7
6410,2.2901,6.6,6.7
6411,2.2614,6.6,6.7
6412,2.2478,6.6,6.7
6413,2.2302,6.6,6.7
6414,2.1641,6.6,6.7
6415,2.1775,6.6,6.7
6416,2.2194,6.6,6.7
6417,2.2532,6.6,6.7
6418,2.2426,6.6,6.7
6419,2.2778,6.6,6.7
6420,2.2564,6.6,6.7
6421,2.2839,6.6,6.7
6422,2.3997,6.6,6.7
6423,2.3723,6.6,6.7
6424,2.3919,6.6,6.7
6425,2.3477,6.6,6.7
6426,2.3194,6.6,6.7
6427,2.3405,6.6,6.7
6428,2.3370,6.6,6.7
6429,2.4026,6.6,6.7
6430,2.3514,6.6,6.7
6431,2.3877,6.6,6.7
6432,2.3595,6.6,6.7
6433,2.3645,6.6,6.7
6434,2.3773,6.6,6.7
6435,2.3795,6.6,6.7
6436,2.4253,6.6,6.7
6437,2.4633,6.6,6.7
6438,2.4810,6.6,6.7
6439,2.4428,6.6,6.7
6440,2.4358,6.6,6.7
6441,2.3927,6.6,6.7
6442,2.3612,6.6,6.7
6443,2.3604,6.6,6.7
6444,2.3438,6.6,6.7
6445,2.3904,6.6,6.7
6446,2.3804,6.6,6.7
6447,2.3625,6.6,6.7
6448,2.3238,6.6,6.7
6449,2.2476,6.6,6.7
6450,2.2715,6.6,6.7
6451,2.2796,6.6,6.7
6452,2.2891,6.6,6.7
6453,2.2730,6.6,6.7
6454,2.2701,6.6,6.7
6455,2.2702,6.6,6.7
6456,2.2359,6.6,6.7
6457,2.2233,6.6,6.7
6458,2.2047,6.6,6.7
6459,2.1760,6.6,6.7
6460,2.1990,6.6,6.7
6461,2.1896,6.6,6.7
6462,2.1584,6.6,6.7
6463,2.1704,6.6,6.7
6464,2.1258,6.6,6.7
6465,2.1539,6.6,6.7
6466,2.1451,6.6,6.7
6467,2.1502,6.6,6.7
6468,2.2006,6.6,6.7
6469,2.2134,6.6,6.7
6470,2.2138,6.6,6.7
6471,2.2185,6.6,6.7
6472,2.1941,6.6,6.7
6473,2.1733,6.6,6.7
6474,2.1632,6.6,6.7
6475,2.2365,6.6,6.7
6476,2.2710,6.6,6.7
6477,2.3037,6.6,6.7
6478,2.2604,6.6,6.7
6479,2.2637,6.6,6.7
6480,2.3213,6.6,6.6
6481,2.2502,6.6,6.7
6482,2.2813,6.6,6.7
6483,2.3422,6.6,6.7
6484,2.3168,6.6,6.7
6485,2.3340,6.6,6.7
6486,2.3354,6.6,6.7
6487,2.3457,6.6,6.7
6488,2.3353,6.6,6.7
6489,2.3882,6.6,6.7
6490,2.4356,6.6,6.7
6491,2.4509,6.6,6.7
6492,2.4699,6.6,6.7
6493,2.4232,6.6,6.7
6494,2.4288,6.6,6.7
6495,2.4152,6.6,6.7
6496,2.4756,6.6,6.7
6497,2.4674,6.6,6.7
6498,2.4303,6.6,6.7
6499,2.3558,6.6,6.7
